Id,car_ordinal,Height,Length,Width,Wheelbase,ModelFrontTrackOuter,ModelRearTrackOuter,BottomCenterWheelbasePosx,BottomCenterWheelbasePosy,BottomCenterWheelbasePosZ,PristineBoundingBoxMinZ,PristineBoundingBoxMaxZ
2188000,2188,1.15,4.5,2.06,2.662,1.965,2.0,0.0,0.0,0.040323,0.0,0.0
2205000,2205,1.215,3.335,1.4,2.0,1.32,1.305,0.0,0.0,0.0,0.0,0.0
2216000,2216,1.359,5.197,1.986,2.997,1.8,1.749,0.0,0.0,0.0,0.0,0.0
2217000,2217,1.3,4.625,1.77,2.611,1.726,1.706,0.0,0.0,0.0,0.0,0.0
2242000,2242,1.262,4.638,1.938,2.68,1.984,1.984,0.0,0.0,0.0,0.0,0.0
2262000,2262,1.384,4.691,1.842,2.775,1.787,1.829,0.0,0.0,0.0,0.0,0.0
2263000,2263,1.415,5.019,1.923,2.951,1.9,1.9,8.0e-05,0.0,-0.083193,0.0,0.0
2267000,2267,1.243,3.915,1.732,2.314,1.7,1.705,0.0,0.0,0.0,0.0,0.0
2270000,2270,1.38,4.46,1.695,2.61,1.57,1.55,0.0,0.0,0.0,0.0,0.0
2272000,2272,1.325,3.955,1.495,2.28,1.465,1.39,0.0,0.0,0.0,0.0,0.0
2290000,2290,1.166,4.646,1.941,2.74,1.896,1.93,0.0,0.0,0.0,0.0,0.0
2297000,2297,1.28,4.46,1.852,2.355,1.764,1.84,0.0,0.0,0.0,0.0,0.0
2357000,2357,1.466,4.394,1.824,2.65,1.8,1.778,0.0,0.0,-0.005,0.0,0.0
2363000,2363,1.109,4.765,2.0,2.71,1.939,1.987,0.0,0.0,0.0,0.0,0.0
2371000,2371,1.116,4.896,2.051,2.65,2.0,1.96,0.0,0.0,0.0,0.0,0.0
2372000,2372,1.743,4.204,1.712,2.692,1.685,1.635,0.0,0.0,0.0,0.0,0.0
2400000,2400,1.261,4.834,1.995,2.72,1.897,1.915,0.0,0.0,0.0,0.0,0.0
2412000,2412,1.336,2.281,1.379,1.473,1.3,0.6,0.0,0.0,0.0,0.0,0.0
2416000,2416,1.27,3.607,1.651,2.032,1.6,1.613,0.0,0.0,0.0,0.0,0.0
2420000,2420,1.32,4.475,1.687,2.518,1.66,1.735,0.0,0.0,0.0,0.0,0.0
2421000,2421,1.453,5.019,1.834,2.911,1.832,1.82,0.0,0.0,0.0,0.0,0.0
2422000,2422,1.465,5.121,1.899,3.009,1.851,1.87,0.0,0.0,0.05,0.0,0.0
2430000,2430,1.425,3.215,1.85,2.348,1.82,1.82,0.0,0.0,0.0,0.0,0.0
2467000,2467,1.214,4.567,1.953,2.65,1.93,1.93,0.0,0.0,0.0,0.0,0.0
2468000,2468,1.481,5.1,1.905,3.058,1.88,1.9,0.0,0.0,0.0,0.0,0.0
2469000,2469,1.175,3.58,1.465,2.0,1.345,1.305,0.0,0.0,0.0,0.0,0.0
2470000,2470,1.205,4.807,2.062,2.791,2.03,2.015,0.0,0.0,0.0,0.0,0.0
2471000,2471,1.402,4.75,1.877,2.84,1.84,1.858,0.0,0.0,0.0,0.0,0.0
2472000,2472,1.202,4.53,2.095,2.654,1.895,1.905,0.0,0.0,0.0,0.0,0.0
2473000,2473,1.24,4.426,1.94,2.65,1.865,1.886,0.0,0.0,0.0,0.0,0.0
2486000,2486,1.127,4.3,1.96,2.695,1.979,1.961,0.0,0.0,0.0,0.0,0.0
2489000,2489,1.486,3.658,1.628,2.301,1.62,1.61,0.0,0.0,0.0,0.0,0.0
2494000,2494,1.78,4.872,2.019,2.924,2.0,1.97,0.0,0.0,0.0,0.0,0.0
2507000,2507,1.577,4.968,1.88,2.921,1.755,1.784,0.0,0.0,0.0,0.0,0.0
2512000,2512,1.365,4.66,1.69,2.615,1.64,1.64,0.0,0.0,0.0,0.0,0.0
2515000,2515,1.73,4.57,2.11,3.099,2.11,2.11,0.0,0.0,0.0,0.0,0.0
2517000,2517,1.727,5.588,2.48,3.15,2.26,2.26,0.0,0.0,0.0,0.0,0.0
2526000,2526,1.11,4.56,2.05,2.662,1.985,1.995,0.0,0.0,0.0,0.0,0.0
2527000,2527,1.279,4.739,2.06,2.805,1.9,1.945,0.0,0.0,0.005,0.0,0.0
2534000,2534,1.275,4.341,1.735,2.4,1.68,1.67,0.0,0.0,0.01,0.0,0.0
2535000,2535,1.283,4.521,1.89,2.499,1.81,1.88,0.0,0.0,0.0,0.0,0.0
2542000,2542,1.426,4.639,1.873,2.82,1.795,1.874,0.0,0.0,-0.008,0.0,0.0
2544000,2544,1.247,4.463,1.941,2.51,1.893,1.904,0.0,0.0,-0.069421,0.0,0.0
2549000,2549,0.92,4.78,1.88,2.3,1.815,1.875,0.0,0.0,0.0,0.0,0.0
2551000,2551,1.481,5.096,1.933,3.1,1.828,1.828,0.0,0.0,0.0,0.0,0.0
2552000,2552,1.64,4.567,2.446,3.073,2.25,2.25,0.0,0.0,0.0,0.0,0.0
2563000,2563,1.448,3.43,1.484,1.93,0.146,1.325,0.0,0.0,0.0,0.0,0.0
2566000,2566,1.951,3.871,1.666,2.286,1.67,1.615,0.0,0.0,0.0,0.0,0.0
2568000,2568,1.67,3.58,1.85,2.42,1.68,1.85,0.0,0.0,0.0,0.0,0.0
2569000,2569,1.07,4.0,1.85,2.56,1.8,1.855,0.0,0.0,0.0,0.0,0.0
2574000,2574,3.2,6.1,2.1,2.75,2.5,2.5,0.0,0.0,-0.054427,-2.184165,2.177385
2577000,2577,1.273,4.656,1.961,2.72,1.949,1.933,0.0,0.0,0.0,0.0,0.0
2613000,2613,2.05,4.508,2.007,2.642,2.055,1.915,0.0,0.0,0.0,0.0,0.0
2614000,2614,1.316,4.663,1.801,2.743,1.67,1.665,0.0,0.0,0.0,0.0,0.0
2616000,2616,1.143,4.924,2.062,2.7,1.995,2.049,0.0,0.0,0.0,0.0,0.0
2618000,2618,1.37,4.71,1.895,2.78,1.855,1.895,0.0,0.0,0.0,0.0,0.0
2625000,2625,1.742,5.141,1.998,2.992,2.01,2.005,0.0,0.0,0.0,0.0,0.0
2628000,2628,1.383,4.689,1.87,2.812,1.84,1.88,0.0,0.0,0.0,0.0,0.0
2636000,2636,1.575,5.51,2.032,3.1,1.946,2.022,0.0,0.0,0.0,0.0,0.0
2647000,2647,1.174,4.724,2.04,2.795,1.906,2.016,0.0,0.0,0.124476,0.0,0.0
2649000,2649,1.481,5.385,1.989,2.913,1.84,1.89,0.0,0.0,0.0,0.0,0.0
2652000,2652,1.915,4.17,1.875,2.42,1.79,1.79,0.0,0.0,0.0,0.0,0.0
2654000,2654,1.284,4.554,1.996,2.68,1.975,1.975,0.0,0.0,0.0,0.0,0.0
2659000,2659,1.295,4.52,1.73,2.525,1.68,1.675,0.0,0.0,0.005,0.0,0.0
2663000,2663,1.61,5.226,2.375,2.965,2.26,2.299,0.0,0.0,0.0,0.0,0.0
2711000,2711,1.46,4.511,1.77,2.639,1.714794,1.714793,0.0,0.0,0.044122,0.0,0.0
2712000,2712,1.41,4.56,1.694,2.601,1.69,1.67,0.0,0.0,0.0,0.0,0.0
2713000,2713,2.0,8.926,2.5,4.98,2.2,2.3,0.0,0.27,-0.39611,0.0,0.0
2714000,2714,2.0,12.241,2.821,6.718,2.521,2.546,0.0,0.0,0.55,-2.528961,2.642777
2738000,2738,1.3,4.675,1.888,2.72,1.8,1.84,0.001358,0.0,-0.03,0.0,0.0
2739000,2739,1.349,4.876,1.92,2.812,1.887,1.911,0.0,0.0,0.0,0.0,0.0
2742000,2742,1.84,4.0,2.14,2.7,2.083,2.07,0.0,0.0,0.0,0.0,0.0
2743000,2743,2.0,4.76,2.07,2.815,2.054,2.0,0.0,0.0,0.0,0.0,0.0
2745000,2745,1.8,5.639,2.324,3.181,2.11,2.116,0.0,0.0,0.0,0.0,0.0
2755000,2755,1.3,4.55,1.88,2.45,1.841,1.885,0.0,0.0,0.0,0.0,0.0
2773000,2773,1.7,4.938,1.984,2.873,1.945,1.95,0.0,0.0,0.0,0.0,0.0
2792000,2792,1.016,4.14,1.778,2.413,1.71067,1.793419,0.000677,0.0,0.144635,-2.098304,2.099989
2793000,2793,1.0,4.185,1.81,2.4,1.77,1.848037,0.0,0.0,0.0,-2.186868,2.190445
2794000,2794,1.311,4.275,1.775,2.272,1.65,1.745,0.0,0.0,0.0,0.0,0.0
2801000,2801,1.239,5.065,1.98,2.615,1.89,1.97,0.0,0.0,0.0,0.0,0.0
2822000,2822,1.78,4.499,1.695,2.335,1.635,1.63,0.0,0.0,0.0,0.0,0.0
2825000,2825,1.1,4.47,2.07,2.67,1.97,1.975,0.0,0.0,0.0,0.0,0.0
2841000,2841,1.76,4.826,1.959,2.913,1.946,1.946,0.0,0.0,0.0,0.0,0.0
2870000,2870,1.435,4.557,1.877,2.7,1.83,1.817,0.0,0.0,0.0,0.0,0.0
2871000,2871,1.502,3.353,1.829,2.591,1.81,1.855,0.0,0.0,0.0,0.0,0.0
2872000,2872,1.394,4.265,1.81,2.65,1.771798,1.771612,0.0,0.0,0.0,0.0,0.0
2902000,2902,2.0,8.926,2.5,4.98,2.2,2.3,0.0,0.27,-0.39611,0.0,0.0
2903000,2903,1.425,4.635,1.73,2.67,1.720842,1.715842,0.0,0.0,0.0,0.0,0.0
2909000,2909,1.38,5.026,2.038,2.951,1.94,1.96,8.0e-05,0.0,-0.083193,0.0,0.0
2910000,2910,1.12,4.293,2.05,2.662,1.97,1.991,0.0,0.0,-0.008,0.0,0.0
2935000,2935,1.65,4.7,2.515,3.21,2.05,2.35,0.0,0.0,0.0,0.0,0.0
2937000,2937,1.39,3.981,1.873,2.47,1.849,1.852,0.0,0.0,0.0,0.0,0.0
2968000,2968,1.111,4.54,1.926,2.778,1.906,1.906,0.0,0.0,0.0,0.0,0.0
2974000,2974,1.275,4.656,1.971,2.72,1.947,1.95,0.0,0.0,0.0,0.0,0.0
2986000,2986,2.818,6.0,2.48,3.85,2.334,2.285,0.0,0.0,0.0,0.0,0.0
2987000,2987,1.2,1.371,1.041,1.27,1.03,0.146,0.0,0.0,0.0,0.0,0.0
2992000,2992,1.22,4.45,1.66,2.44,1.535,1.544,0.0,0.0,0.0,0.0,0.0
2993000,2993,1.239,4.314,1.85,2.6,1.839,1.827,0.0,0.0,0.0,0.0,0.0
2995000,2995,1.41,3.945,1.61,2.4,1.61,1.552993,0.0,0.0,0.072012,0.0,0.0
2996000,2996,1.35,4.807,2.102,2.718,2.065,2.04,0.0,0.0,0.0,0.0,0.0
2997000,2997,1.37,5.182,1.994,3.016,1.978,1.928,0.0,0.0,0.0,0.0,0.0
3000000,3000,1.22,4.559,1.962,2.537,1.895,1.875,0.0,0.0,0.0,0.0,0.0
3003000,3003,1.11,4.547,1.981,2.524,1.925,1.944,0.0,0.0,0.0,0.0,0.0
3007000,3007,1.405,4.287,1.82,2.53,1.816,1.816,0.0,0.0,0.0,0.0,0.0
3031000,3031,1.35,4.337,1.829,2.283,1.732,1.729,0.0,0.0,0.0,0.0,0.0
3035000,3035,1.14,4.112,1.933,2.599,1.955,1.97,0.0,0.0,-0.01,0.0,0.0
3037000,3037,1.32,4.394,1.962,2.55,1.86,1.925,0.0,0.0,0.0,0.0,0.0
3051000,3051,1.42,4.13,1.875,2.493,1.898,1.892,0.0,0.0,0.0,0.0,0.0
3055000,3055,1.16,4.646,2.04,2.724,1.955,2.015,0.0,0.0,0.0,0.0,0.0
3062000,3062,0.972,4.06,2.0,2.4,1.813,1.925,0.0,0.0,-0.019,0.0,0.0
3063000,3063,1.839,5.34,1.916,3.15,1.91,1.86,0.0,0.0,0.0,0.0,0.0
3064000,3064,1.4,5.023,1.981,2.946,1.82,1.85,0.0,0.0,0.0,0.0,0.0
3072000,3072,1.298,4.557,1.88,2.454,1.853,1.905,0.0,0.0,0.0,0.0,0.0
3082000,3082,1.205,5.143,2.096,2.8,2.07,2.055,0.0,0.0,0.0,0.0,0.0
3087000,3087,1.203,4.512,1.908,2.67,1.88,1.868,0.0,0.0,0.16939,0.0,0.0
3088000,3088,1.54,4.902,2.096,2.788,2.065,2.045,0.0,0.0,0.0,0.0,0.0
3091000,3091,1.273,4.465,1.942,2.704,1.925,1.933,0.0,0.0,0.015,0.0,0.0
3107000,3107,2.367,5.855,2.159,4.215,2.042,2.042,0.0,0.0,0.0,0.0,0.0
3108000,3108,1.24,4.839,2.064,2.72,1.985,2.04,0.0,0.0,0.0,0.0,0.0
3110000,3110,1.9,4.826,2.28,2.927,2.245,2.245,0.0,0.0,0.0,0.0,0.0
3117000,3117,1.285,4.392,1.801,2.474,1.755,1.785,0.0,0.0,0.0,0.0,0.0
3118000,3118,1.232,4.567,1.966,2.71,1.925,1.93,0.0,0.0,0.0,0.0,0.0
3120000,3120,1.638,5.122,2.016,3.003,1.96,1.98,0.0,0.0,0.0,0.0,0.0
3123000,3123,1.3,4.519,1.852,2.45,1.835,1.867,0.0,0.0,0.0,0.0,0.0
3128000,3128,1.89,4.337,1.755,2.892,2.38,2.25,0.0,0.0,0.0,0.0,0.0
3129000,3129,1.437,4.228,1.777,2.625,1.745,1.725,0.0,0.0,0.0,0.0,0.0
3132000,3132,1.935,4.332,2.2,3.1,2.15,2.11,0.0,0.0,0.0,0.0,0.0
3134000,3134,1.445,4.372,1.874,2.669,1.845,1.82,0.0,0.0,0.0,0.0,0.0
3141000,3141,1.13,5.066,1.995,2.7,1.97,1.985,0.0,0.0,0.0,0.0,0.0
3149000,3149,1.32,4.784,1.897,2.811,1.9,1.92,0.0,0.0,0.0,0.0,0.0
3153000,3153,1.194,4.604,1.93,2.67,1.91,1.885,0.0,0.0,0.0,0.0,0.0
3156000,3156,1.12,5.092,1.943,2.73,1.9,1.943,0.0,0.0,0.0,0.0,0.0
3170000,3170,1.67,4.6,1.88,2.857,1.885,1.81,0.0,0.0,0.0,0.0,0.0
3173000,3173,1.26,4.306,1.879,2.465,1.82,1.82,0.0,0.0,0.0,0.0,0.0
3176000,3176,1.29,4.679,1.854,2.717,1.735,1.725,0.0,0.0,-0.0025,0.0,0.0
3180000,3180,1.33,3.705,1.572,2.42,1.575,1.51,0.0,0.0,0.04,0.0,0.0
3184000,3184,1.33,4.14,1.676,2.413,1.576,1.58,0.0,0.0,-0.015,0.0,0.0
3185000,3185,1.28,4.712,1.968,2.805,1.94,1.94,0.0,0.0,0.0,0.0,0.0
3187000,3187,1.73,4.445,2.0,2.889,1.945,1.93,0.0,0.08,0.0,0.0,0.0
3189000,3189,2.03,6.797,2.286,4.737,2.327,2.245,0.0,0.0,0.65,0.0,0.0
3190000,3190,1.61,5.283,2.009,3.043,1.956,1.976,0.0,0.0,0.0,0.0,0.0
3211000,3211,1.205,4.807,2.062,2.791,2.03,2.015,0.0,0.0,0.0,0.0,0.0
3212000,3212,1.198,4.815,2.038,2.906,2.032,2.045,0.0,0.0,0.02,0.0,0.0
3214000,3214,1.359,4.865,1.932,2.457,1.905,1.965,0.0,0.0,0.0,0.0,0.0
3225000,3225,1.318,4.587,1.938,2.669,1.888,1.92,0.0,0.0,0.0,0.0,0.0
3226000,3226,1.12,4.568,1.952,2.641,1.945,1.955,0.0,0.0,0.0,0.0,0.0
3227000,3227,1.206,4.605,1.976,2.649,1.923,1.953,0.0,0.0,0.0,0.0,0.0
3228000,3228,1.315,3.984,1.727,2.446,1.73,1.69,0.0,0.0,0.0,0.0,0.0
3232000,3232,1.15,4.572,2.108,2.673,2.025,1.973,0.0,0.0,0.0,0.0,0.0
3235000,3235,1.356,4.275,1.615,2.624,1.542,1.545,0.0,0.0,0.0,0.0,0.0
3241000,3241,1.35,4.584,2.006,2.625,1.91,1.935,0.0,0.0,0.0,0.0,0.0
3249000,3249,1.31,4.753,2.261,2.743,2.175,2.145,0.0,0.0,0.0,0.0,0.0
3250000,3250,1.46,4.994,1.852,2.939,1.895,1.86,0.0,0.0,0.0,0.0,0.0
3255000,3255,1.933,5.53,1.968,3.487,1.921,1.921,0.0,0.0,0.0,0.0,0.0
3257000,3257,1.41,3.975,1.69,2.43,1.655,1.64,0.0,0.0,0.05,0.0,0.0
3277000,3277,1.364,4.813,1.946,2.72,1.915,1.915,0.0,0.0,0.0,0.0,0.0
3287000,3287,1.1,4.8,1.9,2.718,1.854,1.845,0.0,0.0,0.0,0.0,0.0
3288000,3288,1.074,4.28,1.999,2.794,1.92,1.975,0.0,0.0,0.0,0.0,0.0
3289000,3289,1.136,4.943,2.098,2.7,1.975,2.035,0.0,0.0,0.0,0.0,0.0
3293000,3293,1.05,4.93,2.0,2.64,1.965,1.95,0.0,0.0,0.0,0.0,0.0
3307000,3307,1.316,4.331,1.869,2.55,1.874,1.885,0.0,0.0,0.0,0.0,0.0
3311000,3311,1.116,4.896,2.051,2.65,2.0,1.96,0.0,0.0,0.0,0.0,0.0
3312000,3312,1.155,4.657,1.996,2.72,1.965,1.975,0.0,0.0,0.0,0.0,0.0
3315000,3315,1.21,4.61,2.03,2.7,1.975,1.995,0.0,0.0,0.0,0.0,0.0
3318000,3318,1.404,4.781,1.866,2.827,1.848,1.84,0.0,0.0,0.0,0.0,0.0
3359000,3359,1.396,4.989,1.964,2.9,1.974,1.965,0.0,0.0,0.0,0.0,0.0
3363000,3363,1.28,4.675,1.885,2.72,1.885,1.88,0.0,0.0,-0.004,0.0,0.0
3364000,3364,1.144,4.578,1.99,2.7,1.977,1.997,0.0,0.0,0.0,0.0,0.0
3367000,3367,1.206,4.611,1.979,2.65,1.915,1.945,0.0,0.0,-0.003,0.0,0.0
3369000,3369,1.234,4.63,1.934,2.722,1.91,1.91,0.0,0.0,0.0,0.0,0.0
3371000,3371,1.165,4.52,1.933,2.62,1.905,1.925,0.0,0.0,0.012,0.0,0.0
3373000,3373,1.829,4.859,1.925,2.789,1.87,1.87,0.0,0.0,0.0,0.0,0.0
3374000,3374,1.819,5.392,1.91,3.236,1.92,1.925,0.0,0.0,0.0,0.0,0.0
3395000,3395,1.388,3.995,1.493,2.27,1.43,1.39,0.0,0.0,0.0,0.0,0.0
3400000,3400,1.276,4.461,2.057,2.692,2.045,1.978,0.0,0.0,0.0,0.0,0.0
3402000,3402,1.293,4.382,1.854,2.469,1.845,1.845,0.0,0.0,0.005,0.0,0.0
3404000,3404,1.846,5.372,2.343,2.934,2.3,2.29,0.0,0.0,0.0,0.0,0.0
3411000,3411,1.173,4.594,2.019,2.556,2.0,1.891,0.0,0.0,0.006,0.0,0.0
3412000,3412,1.476,4.62,1.839,2.649,1.809,1.804,0.0,0.0,-0.006,0.0,0.0
3413000,3413,1.436,4.276,1.799,2.63,1.761,1.735,0.0,0.0,0.0,0.0,0.0
3414000,3414,1.966,5.019,2.009,3.02,1.95,1.925,0.0,0.0,0.0,0.0,0.0
3434000,3434,1.41,4.476,1.854,2.693,1.815,1.847,0.0,0.0,0.0,0.0,0.0
3439000,3439,2.138,6.35,2.134,4.059,2.22,2.22,0.0,0.0,0.0,0.0,0.0
3441000,3441,1.401,5.382,2.235,2.904,2.16,2.16,0.0,0.0,0.0,0.0,0.0
3445000,3445,1.382,4.963,1.966,2.901,1.946,1.946,0.0,0.0,0.0,0.0,0.0
3449000,3449,1.122,4.459,2.0,2.588,2.0,2.0,0.0,0.0,0.01,0.0,0.0
3454000,3454,1.397,4.478,1.961,2.631,1.8,1.745,0.0,0.0,0.0,0.0,0.0
3476000,3476,2.085,6.761,2.69,4.47,2.17,2.347,0.0,0.0,0.0,0.0,0.0
3477000,3477,1.989,5.885,2.062,3.744,1.975,1.975,0.0,0.0,0.0,0.0,0.0
3482000,3482,1.157,4.6,2.059,2.67,1.912,1.931,0.0,0.0,0.0,0.0,0.0
3486000,3486,1.801,3.881,1.872,2.423,1.809695,1.829695,0.0,0.0,0.0,-2.238554,2.090235
3498000,3498,1.041,4.774,1.99,2.7,1.99,2.0,0.0,0.0,0.005,0.0,0.0
3518000,3518,1.362,4.867,1.907,2.827,1.895,1.89,0.0,0.0,0.0,0.0,0.0
3520000,3520,1.345,4.76,1.92,2.87,1.875,1.897,0.0,0.0,0.0,0.0,0.0
3523000,3523,1.229,4.413,2.092,2.454,2.016,1.997,0.0,0.0,0.015,0.0,0.0
3524000,3524,1.366,5.258,2.096,2.629,2.01,1.975,0.0,0.0,0.006,0.0,0.0
3533000,3533,1.465,4.29,1.789,2.63,1.75,1.725,0.0,0.0,-0.002,0.0,0.0
3534000,3534,1.404,3.874,1.803,2.495,1.735,1.72,0.0,0.0,0.0,0.0,0.0
3539000,3539,1.178,3.721,1.778,2.273,1.664,1.704,0.0,0.0,0.0,0.0,0.0
3540000,3540,1.245,3.013,1.8,2.35,1.65,1.65,0.0,0.0,0.0,0.0,0.0
3543000,3543,1.203,4.904,2.083,2.791,1.993,2.04,0.0,0.0,0.0,0.0,0.0
3548000,3548,1.77,4.4,1.68,2.72,1.595,1.615,0.0,0.0,0.0,0.0,0.0
3549000,3549,1.744,4.994,2.299,3.188,2.299,2.299,0.0,0.0,0.0,0.0,0.0
3551000,3551,1.307,4.534,2.007,2.68,1.905,1.93,0.0,0.0,0.0,0.0,0.0
3554000,3554,1.319,4.686,1.892,2.629,1.84,1.81,0.0,0.0,0.0,0.0,0.0
3580000,3580,1.68,5.039,1.998,3.06,1.983,1.989,0.0,0.0,0.0,0.0,0.0
3583000,3583,1.487,4.995,1.951,2.93,1.94,1.922,0.0,0.0,0.0,0.0,0.0
3584000,3584,1.424,5.009,1.95,2.93,1.95,1.93,0.0,0.0,0.0,0.0,0.0
3590000,3590,1.764,4.788,2.031,2.921,1.88,1.82,0.0,0.0,-0.035,0.0,0.0
3594000,3594,1.301,4.656,1.974,2.67,1.86,1.925,0.0,0.0,0.0,0.0,0.0
3595000,3595,1.186,4.71,1.972,2.65,1.94,1.967,0.0,0.0,0.0,0.0,0.0
3597000,3597,1.758,5.058,1.993,2.967,1.885,1.905,0.0,0.0,0.0,0.0,0.0
3599000,3599,1.164,4.352,1.85,2.7,1.821,1.82,0.0,0.0,0.147,0.0,0.0
3600000,3600,1.131,4.666,1.96,2.8,1.85,1.935,0.0,0.0,0.0,0.0,0.0
3603000,3603,1.941,4.802,2.327,3.093,2.4,2.287,0.0,0.0,0.0,0.0,0.0
3604000,3604,1.88,5.074,2.448,3.175,2.448,2.448,0.0,0.0,0.0,0.0,0.0
3605000,3605,1.836,5.499,2.426,3.21,2.255,2.32,0.0,0.0,0.0,0.0,0.0
3606000,3606,1.131,5.358,2.066,2.905,2.03,2.065,0.0,0.0,0.0,0.0,0.0
3608000,3608,1.133,4.98,2.101,2.7,1.995,2.055,0.0,0.0,0.0,0.0,0.0
3611000,3611,1.221,4.669,1.965,2.7,1.926,1.954,0.0,0.0,0.0,0.0,0.0
3616000,3616,1.28,4.605,2.024,2.634,1.97,2.005,0.0,0.0,0.008,0.0,0.0
3617000,3617,1.359,4.7,1.915,2.7,1.9,1.895,0.0,0.0,0.0,0.0,0.0
3622000,3622,1.369,4.689,1.895,2.779,1.845,1.885,0.0,0.0,0.0,0.0,0.0
3625000,3625,1.208,4.75,1.986,2.745,1.965,1.99,0.0,0.0,0.0,0.0,0.0
3629000,3629,1.455,3.995,1.805,2.56,1.795,1.815,0.0,0.0,0.0,0.0,0.0
3631000,3631,1.008,4.806,2.06,3.158,1.985,1.995,0.0,0.0,0.0,0.0,0.0
3645000,3645,1.393,4.794,1.887,2.857,1.87,1.87,0.0,0.0,0.0,0.0,0.0
3650000,3650,1.181,4.75,2.013,2.724,1.995,1.995,0.0,0.0,0.0,0.0,0.0
3655000,3655,1.194,4.557,1.946,2.67,1.91,1.885,0.0,0.0,0.0,0.0,0.0
3657000,3657,1.986,5.514,2.078,3.449,1.96,1.96,0.0,0.0,0.0,0.0,0.0
3661000,3661,1.129,4.084,1.802,2.37,1.75,1.815,0.0,0.0,0.0,0.0,0.0
3662000,3662,1.548,4.909,2.38,2.92,2.337,2.315,0.0,0.0,0.0,0.0,0.0
3665000,3665,1.238,3.004,1.753,2.342,1.637,1.7,0.0,0.0,0.0,0.0,0.0
3667000,3667,1.279,4.573,1.852,2.457,1.845,1.855,0.0,0.0,0.0,0.0,0.0
3668000,3668,1.193,4.539,1.913,2.64,1.89,1.9,0.0,0.0,0.0,0.0,0.0
3670000,3670,1.42,4.152,1.77,2.615,1.74,1.74,0.0,0.0,-0.005,0.0,0.0
3672000,3672,1.22,4.549,1.945,2.62,1.933,1.952,0.0,0.0,-0.002,0.0,0.0
3678000,3678,1.447,4.335,1.795,2.65,1.78,1.775,0.0,0.0,0.0,0.0,0.0
3686000,3686,2.013,3.296,1.88,2.438,1.84,1.84,0.0,0.0,0.0,0.0,0.0
3687000,3687,1.821,3.203,1.626,2.438,1.68,1.7,0.0,0.0,0.0,0.0,0.0
3692000,3692,2.004,5.911,2.032,3.696,1.99,1.995,0.0,0.0,0.0,0.0,0.0
3693000,3693,1.827,5.518,2.515,3.156,2.27,2.25,0.0,0.0,0.0,0.0,0.0
3698000,3698,1.19,4.326,1.99,2.56,1.92,2.04,0.0,0.0,-0.008,0.0,0.0
3700000,3700,1.223,4.836,1.975,2.671,1.91,1.925,0.0,0.0,0.007,0.0,0.0
3716000,3716,1.225,4.412,1.895,2.575,1.875,1.89,0.0,0.0,0.0,0.0,0.0
3719000,3719,1.422,4.765,1.815,2.775,1.792,1.812,0.0,0.0,0.0,0.0,0.0
3720000,3720,1.437,4.951,1.883,2.947,1.865,1.88,0.0,0.0,-0.012,0.0,0.0
3722000,3722,1.935,5.507,2.201,3.445,2.168,2.168,0.0,0.0,0.0,0.0,0.0
3724000,3724,1.187,4.565,1.958,2.6,1.96,1.95,0.0,0.0,0.0,0.0,0.0
3726000,3726,1.41,4.719,1.829,2.736,1.785,1.785,0.0,0.0,0.0,0.0,0.0
3728000,3728,1.399,4.85,1.954,2.851,1.94,1.93,0.0,0.0,0.0,0.0,0.0
3735000,3735,1.311,4.265,1.775,2.576,1.75,1.75,0.0,0.0,0.0,0.0,0.0
3736000,3736,1.976,4.851,2.177,2.959,2.145,2.135,0.0,0.0,0.0,0.0,0.0
3737000,3737,1.696,4.953,1.967,3.0,1.93,1.945,0.0,0.0,0.0,0.0,0.0
3744000,3744,1.316,4.394,2.083,2.515,2.03,1.943,0.0,0.0,0.0,0.0,0.0
3745000,3745,1.237,4.43,1.941,2.649,1.865,1.886,0.0,0.0,0.002,0.0,0.0
3750000,3750,1.9,4.725,1.785,2.725,1.745,1.73,0.0,0.0,0.0,0.0,0.0
3753000,3753,1.165,4.567,1.933,2.62,1.905,1.925,0.0,0.0,0.012,0.0,0.0
3755000,3755,1.804,4.922,2.243,3.11,2.23,2.2,0.0,0.0,0.014,0.0,0.0
3760000,3760,1.267,4.456,1.822,2.482,1.78,1.81,0.0,0.0,0.0,0.0,0.0
3761000,3761,1.311,4.265,1.775,2.576,1.75,1.75,0.0,0.0,0.0,0.0,0.0
3763000,3763,1.403,4.58,1.887,2.747,1.845,1.87,0.0,0.0,0.0,0.0,0.0
3764000,3764,1.468,5.001,1.903,2.982,1.895,1.87,0.0,0.0,0.0,0.0,0.0
3766000,3766,1.235,4.722,2.025,2.722,1.965,1.955,0.0,0.0,0.003,0.0,0.0
3767000,3767,1.214,4.534,1.938,2.629,1.885,1.915,0.0,0.0,0.0,0.0,0.0
3771000,3771,1.235,4.699,2.025,2.724,1.965,1.955,0.0,0.0,0.006,0.0,0.0
3773000,3773,1.407,4.595,1.89,2.736,1.86,1.855,0.0,0.0,0.0,0.0,0.0
3774000,3774,1.139,4.87,2.099,2.7,1.98,2.045,0.0,0.0,0.0,0.0,0.0
3775000,3775,1.136,4.868,2.098,2.7,1.975,2.035,0.0,0.0,0.0,0.0,0.0
3781000,3781,1.322,4.572,1.9,2.457,1.9,1.92,0.0,0.0,0.0,0.0,0.0
